,index,comment,n_star,date_time,label,positive_count,neutral_count,negative_count
136,136,mình mua ở tgdd đc vài ngày nhân_viên tư_vấn nhiệt_tình chu_đáo còn máy dùng pin hơi tụt nhanh một_chút dùng tạm chấp_nhận đc còn mọi thứ thấy ok,4,2019-06-24,Positive,2,1,0
137,137,sefie màu_da vàng_khè nút ứng_dụng mờ ko sắc nét tầm giá thất_vọng quá mới mua hom thực muốn đổi ko biết sao,3,2019-02-10,Negative,0,1,3
138,138,máy_tiện_lợi người lớn_tuổi mua ông nội 1 máy trang thêm viên lớn tuyệt_vời,5,2019-11-09,Neutral,0,1,0
139,139,máy sài mượt chụp đêm ảnh thu sáng tốt tiếc kiện hốt em s20 ultra ngon,5,2020-07-03,Positive,2,0,0
140,140,máy bắt mạng kém quá đôi chơi game đơ bực_mình thất bỏ gần 5tr mua con máy quá thất_vọng,1,2020-07-16,Negative,0,1,2
141,141,mới mua 7 ngày sạc 3 lần 8 tiếng 1 lần sạc thường ko chơi game mạng đọc tin_tức pin còn 98 nạn ghê,4,2020-03-04,Negative,0,0,1
142,142,mới mua 5 ngày mọi thứ tạm ổn quá thất_vọng về pin mag tiếng dung_lượng pin 5000 xài hụt pin hơn oppo f11 4000mah yên 1 ngày 10t k đụng vô k bật bất_kỳ ứng_dụng hay chương_trình nào tụt hơn 10 sao,3,2020-06-08,Negative,0,1,1
143,143,nhận máy m7 hôm_nay đc 5 hôm máy lỗi đen màn gọi rung nhấn rung làm k sáng màn lần đầu m tự khởi_động lần 2 gọi tổng_đài bảo retore cài_đặt gốc lần 3 gọi tổng_đài bảo mang quán nhân_viên vọc tí khởi_động bảo máy bt k đổi mình tin_tưởng tgdd hay mua hàng ở nghĩ bh kiểu tốt ai dè lần thất_vọng vô,1,2020-04-13,Negative,0,0,2
144,144,máy mua sử_dụng bình_thường còn ai mua chiến game đừng mua chơi pubg dùng gyroscop nó chậm khoảng 05 giây ghìm tay giật phát k độ ổn_định mới mua xong về bán mất 20 giá_trị ban_đầu đừng ai mua chơi game game chọn mua dòng xiaomi chất nhất,3,2020-04-18,Negative,0,0,1
145,145,dùng máy tốt hệ hành mượt camera đẹp chụp tốt pin khỏe 1 ngày dùng mới sac,5,2018-08-16,Positive,4,0,0
146,146,mọi thứ ổn làm tốtchỉ chơi pubg ngắm kéo mãi đéo chịu đi loạn cmn cảm_ứng chán,2,2019-05-24,Neutral,1,0,1
147,147,thấy bác chê quáchứ e sài_thấy ổn pin trâu sài cã ngày vivu wifi 3g ổn cã nhận_diện khuôn_mặt hơi chậm vân tay củng k nhạy lắm ngoài thấy tất cã ổn trong tầm tiền bỏ,5,2020-10-07,Positive,2,2,0
148,148,vsmart active 3 ổn giá tốt chúc tập_đoàn vingroup ngày vương cao_sản_xuất sản_phẩm thông_minh hơn,5,2020-02-24,Positive,3,0,0
149,149,sản_phẩm ngon_lành trong tầm giámua phụ_huynh dùng thíchmáy nhanhpin trâusóng điện_thoại tốt,5,2020-02-17,Positive,4,1,0
150,150,mua máy dc 4 hôm r tất ổn chiến game tốt pubg liên_quân bản cập_nhật mới chơi tốt pin ổn thể xài đc ngày tuy_nhiên chiến game tốt facebook lướt tý dấu_hiệu hơi khựng đi kéo trang xuống còn ứng_dụng khác tốt vẽ facebook dc tối_ưu kĩ hay s ấy,4,2019-07-18,Positive,2,1,0
151,151,mới mua hồi sáng về dùng đc một màn_hình đơ lag pin tụt nhanh khoảng 5p 1 pin k sử_dụng bất_kì ứng_dụng nào trong mk ở chế_độ tiết_kiệm pin trang sạc nhanh sạc chậm hơn 2 tiếng một lần sạc đầy 20 100 mic nói ngk nghe đc k,1,2020-04-21,Negative,0,0,3
152,152,biết ai giống e cam cấn nhẹ nứt một đường ạ thiết_nghĩ mua ốp lưng bảo_vệ cụm cam hoặc dán cường_lực còn mọi thứ tốt trong tầm giá nv bán hàng nhiệt_tình,4,2020-06-04,Positive,2,1,1
153,153,thiết_kế đẹp chụp hình rõ sắc nét cảm_ứng mượt pin dùng 2 ngày phù_hợp tầm giá,5,2020-08-06,Positive,4,2,0
154,154,máy xài ổn_định pin xài hơn 1 ngày mới hết mạng mẽo cũng ok mỗi tội lúc có cuộc_gọi thì mất data,5,2020-05-05,Positive,2,1,0
155,155,người_ta mua bình_luận bill đẹp còn mình mua máy dc 7 tháng đi bảo_hành 3 lần thay 2 lần men ko khắc_phục dc tình_trạng rớt wifi chập_chờn redmi thất_vọng,1,2020-04-21,Negative,0,0,2
156,156,mua sản_phẩm đẹp ưng_ý thích k hối_tiếc mua sp tuyệt_vời giá màu xanh tôi mua thêm,5,2019-12-17,Positive,2,0,0
157,157,pin 4500 tụt quá nhanh lướt lướt mất 1 đêm còn hơn hỏi nhân_viên kêu cắm sạc đêm hết vân tay nhận_diện khá chậm còn ổnko biết 10 lite ko,2,2020-03-29,Negative,1,0,2
158,158,máy mượt bắt sóng kémsạc pin nóngpin hao nhanh mới mua mấy ngày giá giảm rồimất 500k,4,2020-02-29,Negative,1,0,3
159,159,mua gần tháng cảm_thấy hài_lòng pin trâu chơi liên_quân bằng 3g liên_tục đk 67 tiếng còn gần 40 pin máy đẹp sạc 30 100 gần 2 tiếng đầy nhân_viên chu_đáo nhiệt_tình,5,2020-02-13,Positive,4,0,0
160,160,sp ổn tội vân tay nhận nhân_viên nhiệt_tình pin trâu đêm tụt 1,4,2020-08-07,Positive,3,0,1
161,161,máy kém quá kém quay video gọi video máy nóng than nhanh hết pin chon ko bao_giờ chọn hàng samsung,1,2020-05-21,Negative,0,0,4
162,162,mới mua về pin xài khá ok đc 1 tháng pin hết quá nhanh sạc nhanh 30w cắm sạc 20 đến 100 mất 55p một tháng thấy pin hơi tệ biết về còn lỗi,3,2020-04-07,Negative,0,0,1
163,163,phần nhật_kí cuộc_gọi dùng 2 sim ko hiện sim nào trong cuộc_gọi ai gọi tới biết sim nào mọi thứ khác ok hết,3,2020-04-14,Neutral,1,0,1
164,164,mới lấy máy hôm 23 5 pin tụt hơi nhanh k làm 30 phút tụt 3 k biết máy sao k,4,2020-05-25,Negative,0,0,1
165,165,sản_phẩm 1 tuần sử_dụng ok về game bao mượtcamera âm_thanh đcns chung máy ok,5,2020-12-02,Positive,2,2,0
166,166,máy nhẹ kiểu_dáng đẹp thích_hợp con_gái dt nhanh hết pincòn tất_ok,4,2020-05-13,Positive,2,0,1
167,167,mua máy 1 tháng đánh_giá sơ máy quá ổn trong tầm giá xài hằng ngày mượt gần k xảy hiện_tượng giật lag cam ổn cam khá tệ k xài app chơi game ổn ở mức đồ_họa trung hình pin xài 1 ngày mới sạc 1 lần sạc khoảng 2 tiếng đầy màn_hình đẹp xài ngoài_trời ổn,5,2020-05-05,Positive,4,2,0
168,168,iphone xài tốt mới mua 1 ngày xài thấy thíchsẽ ủng_hộ tgdđ nữachắc mai_mốt mua thêm iphone 7 loại 128gb xài luôn mốt chắc xài hai iphone luôn,5,2020-01-07,Positive,2,0,0
169,169,em mua 3 tháng pin trâu hiện_tượng người khác_thường gặp nói_chung anh_em mua,5,2020-03-04,Positive,2,0,0
170,170,pin sử_dụng 1 ngày cảm_ứng vân tay nhạy bàn_phím giọng nói hỗ_trợ tiếng việt,3,2019-10-21,Negative,0,0,2
171,171,sản_phẩm thấy ok thái_độ phục_vụ a kỹ_thuật gất quá mình mua trả_góp vs đt rẻ_tiền quá thái_độ dễ hay ák đúng thất_vọng dám mua đt ở tgdd,3,2020-04-21,Negative,1,1,1
172,172,pin 5000 xài lâu sạc 10w khá nhanh màn_hình to hơi rổ camera chụp ok vân tay nhạy realme ui dễ dùng tùy biến mình mua bản 364 khá dư dã chip mạnh chủ_yếu mình dùng bình_thường chơi game ok đa_nhiệm nhẹ ok hơi tiếc realme ko tặng tai_nghe thôi kệ gía rẽ ít dùng loa nghe to,5,2020-07-20,Positive,5,3,0
173,173,mua chiều máy ok ko vấn_đề tuy_nhiên máy cấu_hình cao hơn itel 1516 plus chậm hơn chắc tiền nào nhà sản_xuất sử_dụng linh_kiện rẻ_tiền giãm giá_thành,3,2020-03-15,Negative,1,1,1
174,174,máy giống mình ko vậycamera xóa_phông macro sao nó lệch về 1 bên nằm giữa biết lỗi thiết_kế mong phản_hồi,3,2020-04-21,Negative,0,0,1
175,175,mới mua nhân_viên tư_vấn nhiệt_tình về dịch_vụ tgdd tuyệt còn về máy thất_vọng về bản miui gọi điện tin nhắn sử_dụng google ko miui mất lịch miui sử_dụng lịch google bất_tiện xấu pin trâu sạc nhanh chụp ảnh đẹp quay vidieo slowmoition ảnh màu cực xấu,4,2020-05-30,Positive,2,1,1
176,176,ai băn_khoăn về cam xấu call video mờ yên_tâm nhé hiện camera dc fix rõ ban_ngày hình_ảnh sắc nét kém cam,5,2019-07-31,Positive,1,0,0
177,177,mình hỏi dòng 7 plus thể dùng sim ghép đc ko máy dòng androi đg dùng 2 sim mua máy mới sợ ko dùng đc 2 sim,5,2019-10-02,Negative,0,0,0
178,178,sản_phẩm quá tuyệt thiết_kế đẹp cấu_hình tốt mượt màu_sắc thời_trang giá ok,5,2018-06-17,Positive,4,0,0
179,179,mới mua đỗi sang máy khác đứt cãm ung choi game quá nãnkhi bõ 9tr mua con đt choi game tệ,1,2019-06-20,Negative,0,1,2
180,180,mua máy về 5 hôm dùng cảm_nhận nắp lưng đằng mỏng ọp_ẹp mặc_dù nguyên khốiấn nhẹ ngón tay nắp lưng đằng thấy ọp_ẹp rồipin tuy 5000 màn_hình to 65 in cảm_giác kô trâu bằng oppo a3 đợt dùng hd xem phim nhìn mờ hẳn đimáy dùng kô mượt bằng realme c2 mặc_dù giá tiền tương_đương nhaumáy chậm cảm_ứng kô nhậy lắm nhất gõ bàn_phím chữ nọ sọ chữ kia,2,2020-04-23,Negative,0,1,5
181,181,khá ổn cam trc hơi thườngcam okhơi nhanh hết pinđôi hơi lag đơ màn_hình,3,2020-02-21,Neutral,2,0,2
182,182,máy dùng ngonn chơi game muợt pin trâu bảo phee chơi tiết sáng đên 4 giờ chiều mới hết pin nhất lquan hay pubg 1 like,4,2020-09-02,Positive,3,0,0
183,183,camera chụp ảnh khôg đẹp chụp xấu hơn máy ss a50 cũ màu hơi nhòe màu_sắc màng hình đẹp lắm thua ss a50 haiiiiii,2,2020-03-13,Negative,0,0,2
184,184,mình mua máy về trải nghiệm mình pin sài khá ok chơi game lướt web thả ga hết pin sạc cực nhanh đầy mọi thứ khá ok tuy_nhiên mình thấy vân tay ổn máy mới mua vân tay nhạy 23 lần mới test game thấy khá ok tuy_nhiên về camera ưng_ý lắm chốt tầm giá 7tr khá ok phù_hợp bạn chơi game hơn fan chụp hình,4,2020-04-13,Positive,3,1,2
185,185,mua 2 tháng rưỡi đầu pin khá trâu bây_giờ đỡ trâu cấu_hình nhanh k lag chơi game,5,2020-02-17,Neutral,1,0,1
186,186,mua vài ngày thất_vọng chơi game khỏi nói nó tệ thứ chịu nổi liên_quân k mượt call of duti mở đồ_họa trung_bình k đc máy thua con vivo 85 mình xài,2,2020-05-21,Negative,0,0,2
187,187,máy cấu_hình mạnh chơi game tôt ít háo pin câm rât chăc tay rậm 8gb chơi game thoải_mái,5,2020-06-02,Positive,3,0,0
188,188,thế_giới di_động bán toàn máy lỗi đổi trả khó_khăn mua redmi 8 lỗi tùm_lum đổi ko đổi,1,2020-04-17,Negative,0,0,2
189,189,ko giống trong ảnh mô_tả cảm_biến vân tay ko giống màu máy 1 sao đủ,1,2019-01-28,Negative,0,0,1
190,190,quá oke luôn ko hiểu mọi người đồi hỏi quá máy mượt âm_lượng lớn xem youtube hay facebook mình thể kéo thời_gian 2 ngày tóm quá tốt,5,2020-03-20,Positive,4,0,0
191,191,samsung a50s mới 5 ngày thế_giới di_động 5990k máy sài nóng hao pin quá thua samsung a50 128gb,2,2019-02-12,Negative,0,1,2
192,192,chụp hình khá đẹp léo sáng dòng máy xem phim màn_hình màu_sắc khá đẹp_mắt hài_lòng,5,2020-09-06,Positive,3,0,0
193,193,ngoài bin đt mọi thứ tốt pin hơi dựt nhanh chơi game pubg mượt lắm,4,2019-05-22,Positive,2,0,1
194,194,lần đầu_tiên xài hàng xiaominói chung chất_lượng sản_phẩm tuyệt vờikhuyên mọi người mua máy nàymáy xài k hề nóng pin trâumình chơi liên_quan hd vs fps cao 1 trận 3 pin k hề nóng tí nàocon quá rẻ quá tốt,5,2019-08-11,Positive,5,0,0
195,195,mua máy máy xài dất ok nhân_viên tư_vấn nhiệt_tình nói_chung hài_lòng,5,2020-02-07,Positive,2,0,0
196,196,mình mới mua vivo y19 về sử_dụng đc 1 ngày mình đánh_giá thiết_kế đẹp màu trắng sang_trọng đặc_biệt cấu_hình máy khủng bộ_nhớ 128 gb thoải_mái lưu_trữ lo hết camera chụp hình sile nét đẹp về giá y19 quá rẻ 4990 pin 5000 sạc nhanh thật tuyệt_vời,5,2019-11-12,Positive,6,0,0
197,197,mới mua máy 2 ngày máy reset tắt nguồn khởi_động chạy thegioididong hỏi bảo bật update đêm giờ tắt đi chính nhân_viên thegioididong tắt còn đúng rõ chán tôi muốn đến thegioididong đổi máy,1,2020-01-22,Negative,0,0,2
198,198,tôi thích nó sạc tốn 30 phút tui mong sản_phẩm mới hơn,5,2020-06-27,Positive,1,0,0
199,199,xứng_đáng đồng_tiền bỏ mua 9s nàypin trâu hơn 10h hiệu_năng ổn mát39 ° c4h chơi game cammera chụp tạm ổn trong tầm giá máy nóng sạc chắc sạc nhanh biết ai ai lỗi nâng_cấp miui trong hình,5,2020-09-05,Positive,2,2,0
200,200,mik ms mua e thấy sài ok mik chơi game nhẹ ko đòi_hỏi mik biết máy mik tụt pin nhanh biết sao,5,2020-01-31,Positive,2,0,1
201,201,6 tháng sử_dụng tôi thấy máy mượt tốt camera tương_đối tốt hiệu_năng ổn_định trải nhiệm mượt đánh_giá tôi về realme 5,5,2020-05-15,Positive,3,0,0
202,202,sản_phẩm hàng việt nam ko 1 điểm nào xài sạc pin loi chơi game ko lướt web lắc lắm mn ơi ko mua dòng vsmart quá tệ,1,2020-08-05,Negative,0,0,4
203,203,làm thế_nào tăng giảm âm_lượng nghe nhạc hoặc nghe fm mog giải_đáp sớm nhất xin cảm_ơn,5,2019-03-26,Negative,0,0,0
204,204,máy chạy chậm hay đơ pin yếu tầm giá mua con ngon hơn chán samsung thật,1,2020-02-29,Negative,0,1,3
205,205,máy ok nóng máy màng hình hiễn thị tốt mờ khó_chịu lắm,2,2020-02-20,Negative,0,1,2
206,206,máy quá mạnh trong phân khúc giá đánh liên_quân max cấu_hình quá mượt giá mình mua đặt trc 11tr490k quá ngon,5,2020-12-06,Positive,2,1,0
207,207,máy xài ổn giá tiền đánh_giá 5 sao ủng_hộ sam sung chơi game ok lắm nhe,5,2020-07-04,Positive,3,1,0
208,208,sản_phẩm sử_dụng tốt cấu_hình cao chạy ổn_định_chế_độ bảo_hành tốt hài_lòng,5,2018-03-11,Positive,3,0,0
209,209,mình thấy chip 865 1 chip xung nhịp 284 trong chip 855 1 chip xung nhịp 294 lận khác_biệt giữa 2 chip sao chip mới hơn xung nhịp thấp hơn nhỉ,5,2020-06-04,Negative,0,0,0
210,210,pin quảng_cáo pin trâu nhanh hết cảm_biến vân tay quá tệ dở hơn đời máy cũ xứng_đáng_giá tầm trung hơn 9tr,2,2019-09-14,Negative,0,1,3
211,211,pin trâu chiến game mượt liên_tục đc khoảng 67h chụp hình khá đẹp tuy k ý trong tầm giá tốt k chơi game nt chụp ảnh tg nghĩ máy trì đc gần 12h nói_chung hài_lòng sp,5,2019-07-31,Positive,3,0,0
212,212,điện_thoại bây_giờ rẻ hé con smart phone đầu_tiên tui dùng 2tr cách 5 năm nó thông_số tạm thể coi ngang vs con_con còn thua con xíu 2tr thời bánh_xe_bò ko hiện con thích_hợp làm con sơ cua sài hết pin điện_thoại chính dùng nhắn_tin nghe truyện ma_vvv,5,2020-05-30,Positive,1,0,0
213,213,ms mua con note 10 litegiờ sạc k luônk pk la bán máy_khách cũ hay mới nữatệ thậtlàn ăn kiểu k pkgiờ đem k pk đổi hay trả k pkbuôn bán k khác lừa đảomáy tệ,1,2020-07-23,Negative,0,0,3
214,214,ngoại_hình đẹp nói về cảm_biến vân tay dùng lâu_lâu khớp ok,4,2020-03-22,Positive,1,1,0
215,215,màn_hình xem phim khá đẹp nhỏ gọn camera đẹp camera trc hơi mờ tí pin trâu mới mua hôm thấy chơi game lâu_lâu lag tí cập_nhật phần_mềm x k còn khá mượt,5,2020-04-06,Positive,2,2,0
216,216,máy dùng mượtchỉ tôi ng hết pin xem phim dùng dc 34 tieg pinmang tiếng pin 4500,2,2020-04-13,Neutral,1,0,1
217,217,máy xịn sử_dụng chíp sn855 quá đỉnh màn_hình đẹp chụp ảnh thật chơi game con bao,5,2020-04-03,Positive,4,0,0
218,218,mình khách_hàng quen tgdd 8 năm nay mình bao_giờ gặp trường_hợp máy tự_dưng hỏng came đèn falas ntn,1,2020-04-21,Negative,0,0,2
219,219,nhân_viên tgdd quá lừa hơi đau đấynói máy chơi mượt lắm cuối hazzz 6g tưởng 2g chán,2,2020-07-22,Negative,0,0,2
220,220,sản_phẩm tốt phục_vụ nhiệt_tình_nhân_viên tốt điện_thoại lướt mượt đáng túi_tiền,5,2020-12-04,Positive,4,0,0
221,221,tốt ở chỗ loa to rõ ko rè màn_hình dễ nhìn,5,2019-03-16,Positive,2,0,0
222,222,e mua oppo a1k e muốn đổi cục sạc ạ sạc lỗi mong nhân_viên tư_vấn thêm ạ cảm_ơn,5,2020-10-01,Negative,0,0,1
223,223,tốt chút nào mình mới mua về bốn tháng hư_hỏng bảo_hành còn mất tiền bạn nhớ cân_nhắc mua samsung galaxy a70 đánh_giá sao nào sạc cực nóng máy hỏng_hóc lỗi thừa người dùng,5,2019-11-19,Negative,0,0,2
224,224,máy thiết_kế đẹploa to rõchụp hình xoá phông đẹphệ hành ios mượt màtuy nhiên máy dùng nhanh nóngsạc pin tầm khoảng 3 tiếng hơnmình ko chơi gamechủ yếu lướt webzalomessengerfacebook thấy quá ổn em,3,2019-08-09,Positive,4,2,0
225,225,vân tay cạnh viện tối_ưu tốt màn_hình nhìn nghiêng thấy nhoè bóng đen camera chụp hình dở thật vỡ điểm_ảnh chụp ban_đêm tệ luôn thời_lượng pin quảng_cáo máy tối_ưu tốt ứng_dụng còn lỗi vặt khác tầm giá thật đòi_hỏi mong bản cập_nhật tới tốt hơn,3,2020-04-15,Negative,0,1,6
226,226,máy tốt mới mua sử_dụng tốt pin khoẻmột sp giá tầm tru g thật tuyệt love,5,2020-04-21,Positive,2,1,0
227,227,mọi thứ tốt trừ quảng_cáo quá khắc_phục mọi thứ máy ổn mk mới mua máy cảm_nhận,3,2020-05-31,Neutral,1,0,1
228,228,sáng mình ghé ttdd ngã 4 âu cơ chị anh bạn khoa ở nhiệt_tình đáng yêu mình xài dt dc 1 ngày pin khủng màn_hình đẹp tràn viên bộ_nhớ hơn 22 gb mượt vỏ dt cực đẹp dc tặng tai_nghe bluetooth 450k kèm ốp lưng nói_chung mình ưng_ý ủng_hộ tgdd thêm,5,2019-04-03,Positive,7,0,0
